,location,BHK,total_sqft,bath,price
2382,Electronics City Phase 1,2,1314.0,2.0,60.0
2383,Electronics City Phase 1,2,1170.0,2.0,62.0
2384,Electronics City Phase 1,3,1450.0,3.0,79.0
2385,Electronics City Phase 1,2,940.0,2.0,48.0
2386,Electronics City Phase 1,2,940.0,2.0,44.0
2387,Electronics City Phase 1,2,1300.0,2.0,67.0
2388,Electronics City Phase 1,2,1028.0,2.0,51.0
2390,Electronics City Phase 1,2,1205.0,2.0,60.0
2392,Electronics City Phase 1,2,1305.0,2.0,67.0
2393,Electronics City Phase 1,1,755.0,1.0,30.12
2394,Electronics City Phase 1,2,1175.0,2.0,60.0
2395,Frazer Town,3,1700.0,3.0,180.0
2396,Frazer Town,3,1305.0,3.0,95.45
2397,Frazer Town,3,1870.0,3.0,185.0
2398,Frazer Town,3,1750.0,3.0,150.0
2400,Frazer Town,3,2000.0,3.0,200.0
2401,Frazer Town,3,3500.0,4.0,330.0
2402,Frazer Town,3,2350.0,4.0,285.0
2403,Frazer Town,2,1550.0,2.0,140.0
2404,Frazer Town,3,1900.0,4.0,145.0
2405,Frazer Town,3,2560.0,3.0,265.0
2406,Frazer Town,3,2400.0,3.0,260.0
2407,Frazer Town,3,2560.0,3.0,288.0
2408,Frazer Town,4,3436.0,5.0,341.0
2410,Frazer Town,2,1315.0,2.0,140.0
2411,Frazer Town,3,1706.0,3.0,154.0
2412,Frazer Town,3,2079.0,3.0,220.0
2413,Frazer Town,4,3435.0,2.0,341.0
2414,Frazer Town,4,3436.0,5.0,345.0
2415,Frazer Town,3,3100.0,3.0,400.0
2416,Frazer Town,3,5400.0,3.0,400.0
2417,Frazer Town,2,1180.0,2.0,105.0
2418,Frazer Town,4,2900.0,4.0,325.0
2419,Frazer Town,3,1870.0,3.0,180.0
2420,Frazer Town,1,896.0,1.0,100.0
2421,Frazer Town,2,1420.0,2.0,120.0
2422,GM Palaya,3,1820.0,2.0,86.0
2423,GM Palaya,2,1225.0,2.0,47.0
2424,GM Palaya,2,1140.0,2.0,48.95
2425,GM Palaya,3,1315.0,2.0,65.0
2426,GM Palaya,3,1315.0,3.0,65.0
2427,GM Palaya,3,1315.0,3.0,64.0
2428,GM Palaya,3,1735.0,3.0,70.0
2429,GM Palaya,3,1643.0,2.0,70.0
2430,Ganga Nagar,1,600.0,1.0,38.0
2431,Ganga Nagar,2,845.0,2.0,55.0
2432,Ganga Nagar,2,1112.0,2.0,68.0
2433,Ganga Nagar,2,998.0,2.0,65.0
2434,Ganga Nagar,2,1250.0,2.0,65.0
2435,Garudachar Palya,3,1325.0,2.0,60.8
2436,Garudachar Palya,2,1060.0,2.0,48.7
2437,Garudachar Palya,2,1150.0,2.0,52.75
2438,Garudachar Palya,3,1295.0,2.0,59.5
2439,Garudachar Palya,3,1320.0,2.0,60.6
2440,Garudachar Palya,3,1295.0,2.0,59.5
2441,Garudachar Palya,2,1150.0,2.0,52.8
2442,Garudachar Palya,2,1150.0,2.0,52.8
2443,Garudachar Palya,2,1060.0,2.0,48.5
2444,Garudachar Palya,2,1150.0,2.0,52.5
2445,Garudachar Palya,3,1325.0,2.0,60.8
2446,Garudachar Palya,2,1060.0,2.0,48.66
2447,Garudachar Palya,2,1150.0,2.0,52.0
2448,Garudachar Palya,2,1154.0,2.0,51.8
2450,Giri Nagar,4,2400.0,4.0,400.0
2451,Giri Nagar,3,1800.0,3.0,252.0
2452,Giri Nagar,3,1350.0,3.0,240.0
2453,Giri Nagar,4,2400.0,4.0,400.0
2454,Giri Nagar,6,3000.0,4.0,375.0
2455,Giri Nagar,6,2400.0,6.0,400.0
2456,Giri Nagar,4,4000.0,3.0,750.0
2457,Gollarapalya Hosahalli,2,861.0,2.0,34.5
2458,Gollarapalya Hosahalli,3,1408.0,3.0,62.0
2459,Gollarapalya Hosahalli,2,861.0,2.0,34.5
2460,Gollarapalya Hosahalli,3,1318.0,3.0,54.0
2461,Gollarapalya Hosahalli,2,861.0,2.0,36.5
2462,Gollarapalya Hosahalli,3,1320.0,3.0,60.0
2463,Gollarapalya Hosahalli,3,1345.0,3.0,60.0
2464,Gollarapalya Hosahalli,4,1905.0,3.0,86.0
2465,Gollarapalya Hosahalli,3,1318.0,3.0,56.0
2466,Gollarapalya Hosahalli,2,1129.0,2.0,50.0
2467,Gottigere,2,1100.0,2.0,40.0
2468,Gottigere,2,967.0,2.0,45.0
2469,Gottigere,3,1618.0,3.0,82.5
2470,Gottigere,2,1222.0,2.0,63.0
2472,Gottigere,3,1300.0,3.0,65.0
2473,Gottigere,2,950.0,2.0,38.0
2474,Gottigere,2,1153.0,2.0,48.5
2475,Gottigere,1,812.0,1.0,26.0
2477,Gottigere,3,1460.0,2.0,65.0
2478,Gottigere,3,1500.0,3.0,70.0
2479,Gottigere,3,1621.0,3.0,72.0
2480,Gottigere,1,812.0,1.0,26.0
2481,Gottigere,2,990.0,2.0,40.0
2482,Gottigere,2,1235.0,2.0,63.0
2483,Gottigere,3,1385.0,3.0,64.0
2484,Gottigere,2,1000.0,2.0,35.0
2485,Gottigere,2,1010.0,2.0,35.0
2488,Gottigere,3,1435.0,2.0,62.0
2489,Gottigere,2,945.0,2.0,45.0
2491,Gottigere,4,2500.0,3.0,120.0
2492,Gottigere,3,1230.0,2.0,52.0
2493,Gottigere,2,1120.0,2.0,50.0
2494,Gottigere,3,1500.0,3.0,63.0
2495,Gottigere,2,1200.0,2.0,40.0
2496,Gottigere,2,1280.0,2.0,61.0
2497,Gottigere,2,1205.0,2.0,56.58
2498,Gottigere,2,1170.0,2.0,40.0
2499,Gottigere,4,3000.0,3.0,132.0
2500,Gottigere,3,1613.0,3.0,72.0
2501,Gottigere,2,1110.0,2.0,36.25
2502,Gottigere,2,1245.0,2.0,59.0
2503,Gottigere,2,1200.0,2.0,50.0
2504,Green Glen Layout,3,1670.0,3.0,120.0
2505,Green Glen Layout,4,3250.0,4.0,230.0
2506,Green Glen Layout,3,1776.42,3.0,105.0
2507,Green Glen Layout,4,3250.0,4.0,230.0
2508,Green Glen Layout,2,940.0,2.0,56.8
2509,Green Glen Layout,2,1075.0,2.0,60.0
2510,Green Glen Layout,3,1715.0,3.0,115.0
2511,Green Glen Layout,3,1751.0,2.0,115.0
2512,Green Glen Layout,3,1750.0,3.0,130.0
2513,Green Glen Layout,3,1530.0,3.0,105.0
2514,Green Glen Layout,3,1752.0,3.0,105.0
2515,Green Glen Layout,3,1680.0,4.0,95.0
2516,Green Glen Layout,3,1728.0,3.0,125.0
2517,Green Glen Layout,3,1645.0,3.0,110.0
2518,Green Glen Layout,3,1517.0,3.0,100.0
2519,Green Glen Layout,4,3150.0,4.0,218.0
2521,Green Glen Layout,3,1750.0,3.0,120.0
2522,Green Glen Layout,3,1751.0,3.0,115.0
2523,Green Glen Layout,3,1750.0,3.0,105.0
2524,Green Glen Layout,3,1885.0,3.0,135.0
2525,Green Glen Layout,3,1715.0,3.0,120.0
2526,Green Glen Layout,3,1623.29,2.0,105.0
2527,Green Glen Layout,3,1715.0,3.0,115.0
2528,Green Glen Layout,3,1715.0,3.0,105.0
2529,Green Glen Layout,3,1600.0,3.0,105.0
2530,Green Glen Layout,3,1717.0,3.0,125.0
2531,Green Glen Layout,2,1250.0,2.0,75.0
2532,Green Glen Layout,3,1715.0,3.0,112.0
2533,Gubbalala,3,1470.0,2.0,82.0
2534,Gubbalala,3,1745.0,3.0,104.0
2535,Gubbalala,3,1745.0,3.0,115.0
2536,Gubbalala,3,1745.0,3.0,110.0
2537,Gubbalala,3,1650.0,3.0,71.0
2538,Gubbalala,5,2570.0,4.0,141.0
2539,Gubbalala,2,1205.0,2.0,70.0
2540,Gubbalala,3,1435.0,2.0,80.0
2541,Gubbalala,2,1475.0,2.0,80.0
2543,Gubbalala,2,1100.0,2.0,49.5
2544,Gubbalala,2,1060.0,2.0,46.0
2545,Gubbalala,3,2000.0,3.0,125.0
2547,Gunjur,2,1140.0,2.0,43.0
2548,Gunjur,3,1356.0,2.0,66.0
2549,Gunjur,3,1600.0,3.0,75.0
2550,Gunjur,4,2000.0,3.0,95.0
2551,Gunjur,2,1140.0,2.0,49.11
2552,Gunjur,2,1195.0,2.0,44.0
2553,Gunjur,2,1190.0,2.0,40.0
2554,Gunjur,2,1457.0,2.0,60.0
2555,Gunjur,2,1080.0,2.0,41.0
2558,Gunjur,2,1175.0,2.0,43.48
2559,Gunjur,3,1362.0,3.0,62.63
2560,Gunjur,2,1071.0,2.0,51.0
2561,Gunjur,2,1063.0,2.0,40.0
2562,Gunjur,2,1235.0,2.0,52.76
2563,Gunjur,3,1362.0,3.0,62.63
2564,Gunjur,3,1362.0,3.0,62.63
2565,Gunjur,3,1588.0,2.0,90.0
2566,Gunjur,2,1235.0,2.0,44.5
2567,Gunjur,2,1457.0,2.0,60.0
2568,Gunjur Palya,2,1050.0,2.0,43.0
2569,Gunjur Palya,3,1033.0,2.0,32.0
2570,Gunjur Palya,3,1400.0,3.0,45.0
2571,Gunjur Palya,2,993.0,2.0,42.0
2572,Gunjur Palya,2,1235.0,2.0,52.76
2573,HAL 2nd Stage,3,1490.0,2.0,300.0
2574,HAL 2nd Stage,2,600.0,3.0,145.0
2575,HAL 2nd Stage,3,2700.0,3.0,500.0
2576,HAL 2nd Stage,5,2040.0,4.0,500.0
2577,HBR Layout,3,2800.0,2.0,200.0
2578,HBR Layout,3,1722.0,3.0,95.0
2579,HBR Layout,4,1200.0,4.0,120.0
2580,HBR Layout,2,1200.0,2.0,60.0
2581,HBR Layout,2,1004.0,2.0,49.0
2582,HBR Layout,3,1783.0,3.0,125.0
2583,HBR Layout,3,1656.0,3.0,90.0
2584,HBR Layout,2,1089.0,2.0,60.0
2585,HBR Layout,3,1700.0,3.0,110.0
2586,HBR Layout,2,1198.0,2.0,65.0
2587,HBR Layout,4,1200.0,4.0,115.0
2588,HBR Layout,2,1200.0,2.0,120.0
2589,HBR Layout,3,1832.0,3.0,160.0
2590,HRBR Layout,2,1374.0,2.0,95.0
2591,HRBR Layout,2,1440.0,2.0,98.0
2593,HRBR Layout,3,2800.0,3.0,250.0
2594,HRBR Layout,2,1210.0,2.0,75.0
2595,HRBR Layout,2,1265.0,2.0,78.0
2596,HRBR Layout,2,1170.0,2.0,75.0
2598,HRBR Layout,4,1900.0,3.0,90.0
2599,HRBR Layout,3,1625.0,3.0,120.0
2600,HRBR Layout,2,1301.0,2.0,120.0
2601,HRBR Layout,2,1145.0,2.0,68.5
2602,HRBR Layout,2,1300.0,2.0,90.0
2604,HSR Layout,2,1372.0,2.0,68.0
2606,HSR Layout,3,1475.0,3.0,75.0
2607,HSR Layout,2,1467.0,2.0,55.0
2608,HSR Layout,2,1140.0,2.0,46.0
2609,HSR Layout,2,1372.0,2.0,61.0
2610,HSR Layout,3,1750.0,3.0,95.0
2612,HSR Layout,2,1027.0,2.0,44.0
2613,HSR Layout,3,1650.0,3.0,110.0
2614,HSR Layout,2,1140.0,2.0,46.0
2615,HSR Layout,2,1372.0,2.0,61.0
2616,HSR Layout,2,1140.0,2.0,46.0
2617,HSR Layout,2,1185.0,2.0,60.0
2618,HSR Layout,2,1127.0,2.0,68.0
2619,HSR Layout,3,1600.0,2.0,115.0
2620,HSR Layout,2,1145.0,2.0,48.0
2621,HSR Layout,2,1009.0,2.0,56.0
2622,HSR Layout,2,1300.0,2.0,98.0
2624,HSR Layout,2,1140.0,2.0,46.0
2625,HSR Layout,2,1126.0,2.0,69.0
2627,HSR Layout,2,1140.0,2.0,46.0
2628,HSR Layout,2,1145.0,2.0,46.0
2629,HSR Layout,2,1142.0,2.0,65.0
2630,HSR Layout,2,1145.0,2.0,46.0
2631,HSR Layout,3,1844.0,3.0,95.0
2632,HSR Layout,2,1203.0,2.0,72.0
2633,HSR Layout,2,1140.0,2.0,46.0
2634,HSR Layout,5,4200.0,5.0,245.0
2635,HSR Layout,2,1140.0,2.0,46.0
2636,HSR Layout,2,1145.0,2.0,46.0
2637,HSR Layout,2,1009.0,2.0,56.0
2638,HSR Layout,2,1145.0,2.0,46.0
2639,HSR Layout,2,1100.0,2.0,44.0
2640,HSR Layout,2,1203.0,2.0,60.0
2641,HSR Layout,2,1120.0,2.0,70.0
2642,HSR Layout,2,1140.0,2.0,46.0
2643,HSR Layout,2,1289.0,2.0,70.0
2644,HSR Layout,3,1844.0,3.0,89.0
2645,HSR Layout,2,1203.0,2.0,60.0
2646,HSR Layout,2,1140.0,2.0,46.0
2647,Haralur Road,2,1240.0,2.0,70.0
2648,Haralur Road,2,1027.0,2.0,44.0
2651,Haralur Road,2,1194.0,2.0,47.0
2652,Haralur Road,2,1202.0,2.0,53.0
2653,Haralur Road,2,1056.0,2.0,61.0
2655,Haralur Road,3,1810.0,3.0,100.0
2656,Haralur Road,2,1194.0,2.0,46.0
2658,Haralur Road,2,1225.0,2.0,67.38
2659,Haralur Road,2,1243.0,2.0,46.0
2660,Haralur Road,2,1027.0,2.0,44.0
2661,Haralur Road,3,1920.0,3.0,115.0
2662,Haralur Road,3,1875.0,3.0,110.0
2663,Haralur Road,2,1194.0,2.0,47.0
2664,Haralur Road,2,1140.0,2.0,43.0
2665,Haralur Road,2,1027.0,2.0,44.0
2666,Haralur Road,2,1194.0,2.0,46.0
2667,Haralur Road,3,2017.0,3.0,125.0
2668,Haralur Road,2,1140.0,2.0,43.0
2669,Haralur Road,3,1875.0,3.0,110.0
2670,Haralur Road,2,1092.0,2.0,44.0
2671,Haralur Road,3,2475.0,4.0,130.0
2672,Haralur Road,2,1300.0,2.0,73.0
2673,Haralur Road,2,1194.0,2.0,47.0
2674,Haralur Road,2,1243.0,2.0,46.0
2675,Haralur Road,3,1850.0,3.0,110.0
2676,Haralur Road,2,1225.0,2.0,67.38
2677,Haralur Road,2,1243.0,2.0,46.0
2678,Haralur Road,4,3400.0,5.0,240.0
2679,Haralur Road,2,1464.0,2.0,56.0
2680,Haralur Road,2,1230.0,2.0,78.0
2681,Haralur Road,2,1000.0,2.0,44.0
2683,Haralur Road,2,1300.0,2.0,79.0
2684,Haralur Road,3,1444.0,2.0,80.0
2685,Haralur Road,2,1088.0,2.0,68.0
2686,Haralur Road,2,1027.0,2.0,44.0
2688,Haralur Road,2,1225.0,2.0,70.0
2690,Haralur Road,2,1194.0,2.0,46.0
2691,Haralur Road,3,1830.0,3.0,101.0
2692,Haralur Road,3,1810.0,3.0,126.0
2693,Haralur Road,2,1464.0,2.0,56.0
2694,Haralur Road,3,1520.0,2.0,96.0
2695,Haralur Road,2,1300.0,2.0,75.0
2696,Haralur Road,3,2017.0,2.0,125.0
2697,Haralur Road,2,1243.0,2.0,46.0
2698,Haralur Road,2,1027.0,2.0,44.0
2699,Haralur Road,4,2805.0,5.0,160.0
2700,Haralur Road,2,1243.0,2.0,46.0
2701,Haralur Road,2,1027.0,2.0,44.0
2702,Haralur Road,3,2017.0,3.0,105.0
2703,Haralur Road,2,1243.0,2.0,46.0
2704,Haralur Road,2,1243.0,2.0,46.0
2705,Haralur Road,3,1520.0,2.0,90.0
2706,Haralur Road,2,1300.0,2.0,60.0
2707,Haralur Road,3,1985.0,3.0,130.0
2708,Haralur Road,3,1255.0,2.0,90.0
2709,Haralur Road,2,1056.0,2.0,60.0
2710,Haralur Road,2,1140.0,2.0,42.0
2711,Haralur Road,2,1245.0,2.0,62.0
2712,Haralur Road,2,1140.0,2.0,58.0
2713,Haralur Road,2,1140.0,2.0,42.0
2714,Haralur Road,2,1027.0,2.0,43.0
2715,Haralur Road,2,1194.0,2.0,47.0
2716,Haralur Road,2,1194.0,2.0,47.0
2717,Haralur Road,3,1560.0,3.0,90.0
2718,Haralur Road,3,1520.0,2.0,85.0
2719,Haralur Road,2,1243.0,2.0,45.0
2720,Haralur Road,2,1027.0,2.0,44.0
2721,Haralur Road,2,1194.0,2.0,46.0
2722,Haralur Road,3,1650.0,3.0,100.0
2723,Haralur Road,3,1580.0,3.0,73.0
2724,Haralur Road,2,1243.0,2.0,46.0
2725,Haralur Road,2,1194.0,2.0,47.0
2727,Haralur Road,3,1520.0,2.0,96.0
2728,Haralur Road,3,1510.0,3.0,83.05
2729,Haralur Road,2,1056.0,2.0,65.0
2730,Haralur Road,3,1810.0,3.0,100.0
2731,Haralur Road,2,1243.0,2.0,46.0
2732,Haralur Road,1,575.0,1.0,38.0
2733,Haralur Road,2,1194.0,2.0,46.0
2734,Haralur Road,2,1243.0,2.0,46.0
2735,Haralur Road,2,1194.0,2.0,46.0
2736,Haralur Road,2,1140.0,2.0,43.0
2737,Haralur Road,3,1850.0,3.0,120.0
2738,Haralur Road,2,1194.0,2.0,47.0
2739,Haralur Road,2,1194.0,2.0,47.0
2741,Haralur Road,2,1243.0,2.0,46.0
2742,Haralur Road,3,1710.0,3.0,85.0
2743,Haralur Road,3,1730.0,3.0,95.0
2744,Haralur Road,2,1243.0,2.0,46.0
2745,Haralur Road,2,1243.0,2.0,46.0
2746,Haralur Road,2,1243.0,2.0,46.0
2747,Haralur Road,3,1817.0,3.0,110.0
2748,Haralur Road,2,1225.0,2.0,77.0
2749,Haralur Road,2,1285.0,2.0,78.0
2750,Haralur Road,2,1225.0,2.0,67.48
2751,Haralur Road,2,1225.0,2.0,69.84
2752,Haralur Road,2,1200.0,2.0,46.0
2753,Haralur Road,2,1315.0,2.0,85.0
2754,Haralur Road,3,1976.0,3.0,92.0
2755,Haralur Road,2,1300.0,2.0,75.0
2756,Haralur Road,2,1309.0,2.0,82.0
2757,Haralur Road,2,1027.0,1.0,44.0
2758,Haralur Road,2,1243.0,2.0,46.0
2759,Haralur Road,2,1243.0,2.0,46.0
2760,Haralur Road,2,1140.0,2.0,43.0
2761,Haralur Road,2,1300.0,2.0,75.0
2762,Haralur Road,2,1243.0,2.0,46.0
2763,Haralur Road,3,1890.0,3.0,84.0
2764,Haralur Road,2,1230.0,2.0,67.65
2765,Haralur Road,2,1194.0,2.0,46.0
2766,Haralur Road,2,1092.0,2.0,44.0
2768,Haralur Road,3,1255.0,3.0,90.0
2769,Haralur Road,3,1735.0,3.0,97.0
2770,Haralur Road,3,1810.0,3.0,97.83
2771,Haralur Road,2,1200.0,2.0,46.0
2772,Haralur Road,2,1243.0,2.0,46.0
2773,Haralur Road,3,1810.0,3.0,112.0
2774,Harlur,2,1508.0,2.0,77.0
2775,Harlur,3,1752.12,3.0,135.0
2778,Harlur,3,1709.0,3.0,150.0
2779,Harlur,2,1174.0,2.0,69.0
2780,Harlur,2,1033.0,2.0,49.0
2781,Harlur,2,1197.0,2.0,84.0
2782,Harlur,3,1757.0,3.0,132.0
2783,Harlur,2,1174.0,2.0,76.0
2784,Harlur,3,1754.0,3.0,125.0
2785,Harlur,2,1290.0,2.0,85.0
2786,Harlur,3,1752.12,3.0,116.0
2787,Harlur,3,1754.0,3.0,135.0
2788,Harlur,3,1754.0,3.0,124.0
2789,Harlur,2,1152.0,2.0,69.0
2790,Harlur,2,1290.0,2.0,87.0
2791,Harlur,3,1749.0,3.0,115.0
2792,Harlur,4,3385.0,4.0,260.0
2793,Harlur,3,2240.0,5.0,155.0
2794,Harlur,3,1758.0,3.0,133.0
2796,Harlur,2,1197.0,2.0,79.0
2797,Harlur,2,1174.0,2.0,78.0
2800,Harlur,2,1200.0,2.0,52.0
2801,Harlur,2,1197.0,2.0,79.0
2802,Harlur,3,1749.0,3.0,112.0
2803,Harlur,2,1174.0,2.0,75.0
2804,Harlur,3,1750.0,3.0,136.0
2805,Harlur,3,1620.0,3.0,110.0
2808,Harlur,3,1762.0,3.0,133.0
2809,Harlur,3,1756.0,3.0,131.0
2810,Harlur,3,1755.0,3.0,130.0
2811,Harlur,3,1864.0,3.0,140.0
2812,Harlur,2,1331.0,2.0,88.0
2813,Harlur,3,1752.12,3.0,133.0
2814,Harlur,2,1133.0,2.0,55.0
2815,Harlur,3,1756.0,3.0,128.0
2816,Harlur,3,1749.0,3.0,120.0
2817,Harlur,2,1197.0,2.0,82.0
2818,Harlur,2,1303.0,2.0,90.0
2819,Harlur,3,1754.0,3.0,132.0
2820,Harlur,2,1174.0,2.0,75.0
2821,Harlur,3,1756.0,3.0,134.0
2822,Harlur,2,1197.0,2.0,78.0
2823,Harlur,2,1290.0,2.0,89.9
2824,Harlur,2,1386.0,2.0,85.0
2825,Harlur,2,1174.0,2.0,74.0
2826,Harlur,2,1174.0,2.0,78.0
2828,Harlur,3,1755.0,3.0,115.0
2830,Harlur,4,2569.0,4.0,175.0
2832,Harlur,2,1197.0,2.0,77.0
2833,Harlur,3,1752.12,3.0,125.0
2834,Harlur,4,2569.0,5.0,180.0
2835,Harlur,2,1225.0,2.0,56.0
2836,Harlur,2,1197.0,2.0,76.0
2838,Harlur,2,1197.0,2.0,75.0
2839,Harlur,3,1755.0,3.0,117.0
2840,Harlur,2,1197.0,2.0,79.9
2841,Harlur,2,936.0,2.0,45.0
2842,Harlur,4,2990.0,4.0,225.0
2843,Harlur,2,1370.0,2.0,88.0
2844,Harlur,2,1335.0,2.0,72.76
2845,Hebbal,3,1760.0,2.0,123.0
2846,Hebbal,4,5611.5,4.0,477.0
2848,Hebbal,2,1349.0,2.0,98.2
2849,Hebbal,4,2483.0,5.0,212.0
2850,Hebbal,3,1760.0,2.0,130.0
2851,Hebbal,3,3450.0,5.0,260.0
2852,Hebbal,3,1920.0,3.0,134.0
2853,Hebbal,2,1337.0,2.0,82.0
2854,Hebbal,2,1349.0,2.0,98.0
2857,Hebbal,3,1790.0,3.0,127.0
2858,Hebbal,2,687.325,2.0,42.72
2860,Hebbal,3,1985.0,4.0,189.0
2861,Hebbal,4,2483.0,5.0,215.0
2862,Hebbal,2,1080.0,2.0,54.0
2863,Hebbal,2,812.0,2.0,55.0
2865,Hebbal,4,3067.0,4.0,230.0
2866,Hebbal,3,2526.0,2.0,250.0
2867,Hebbal,4,3067.0,4.0,230.0
2869,Hebbal,2,823.0,2.0,50.63
2870,Hebbal,2,1420.0,2.0,123.0
2872,Hebbal,2,1420.0,2.0,99.39
2873,Hebbal,4,4235.0,4.0,365.0
2874,Hebbal,3,1700.0,3.0,124.0
2875,Hebbal,4,3960.0,5.0,386.0
2876,Hebbal,2,1420.0,2.0,99.39
2878,Hebbal,2,1440.0,2.0,115.0
2879,Hebbal,2,1100.0,2.0,54.0
2881,Hebbal,3,2400.0,4.0,180.0
2883,Hebbal,2,1420.0,2.0,107.0
2884,Hebbal,2,1320.0,2.0,92.0
2885,Hebbal,2,919.0,2.0,49.0
2886,Hebbal,3,1645.0,3.0,135.0
2887,Hebbal,3,2080.0,3.0,175.0
2889,Hebbal,4,2483.0,5.0,230.0
2890,Hebbal,3,2600.0,3.0,195.0
2891,Hebbal,3,1645.0,3.0,117.0
2892,Hebbal,2,1251.0,2.0,88.73
2893,Hebbal,3,1645.0,3.0,121.0
2894,Hebbal,3,1760.0,3.0,123.0
2896,Hebbal,4,3960.0,5.0,386.0
2897,Hebbal,3,1645.0,3.0,120.0
2898,Hebbal,3,1255.0,2.0,90.0
2899,Hebbal,3,1645.0,3.0,117.0
2902,Hebbal,3,1636.0,3.0,119.0
2903,Hebbal,3,2661.0,2.0,226.5
2904,Hebbal,3,1255.0,2.0,95.0
2907,Hebbal,3,1255.0,2.0,95.0
2908,Hebbal,2,1088.0,2.0,61.45
2909,Hebbal,2,1349.0,2.0,97.8
2911,Hebbal,2,1344.0,2.0,108.0
2912,Hebbal,3,1255.0,2.0,90.0
2914,Hebbal,2,1138.0,2.0,110.0
2915,Hebbal,4,2790.0,5.0,204.0
2916,Hebbal,2,1088.0,2.0,62.0
2917,Hebbal,3,1987.0,4.0,165.0
2919,Hebbal,2,1299.0,2.0,100.0
2920,Hebbal,2,1200.0,2.0,60.0
2921,Hebbal,3,1645.0,3.0,117.0
2922,Hebbal,2,1390.0,2.0,95.0
2923,Hebbal,2,1333.0,2.0,100.0
2925,Hebbal,3,2650.0,4.0,199.0
2926,Hebbal,3,1800.0,3.0,140.0
2928,Hebbal,4,2470.0,4.0,203.0
2929,Hebbal,3,1255.0,2.0,95.0
2930,Hebbal,2,1333.0,2.0,104.0
2931,Hebbal,3,1645.0,3.0,117.0
2932,Hebbal,3,2600.0,3.0,199.0
2933,Hebbal,2,1345.0,2.0,97.0
2935,Hebbal,2,985.0,2.0,62.0
2936,Hebbal,2,1320.0,2.0,91.0
2937,Hebbal,3,2388.0,3.0,195.0
2938,Hebbal,2,1040.0,2.0,55.0
2940,Hebbal,3,2600.0,3.0,195.0
2941,Hebbal,4,2630.0,5.0,188.0
2943,Hebbal,3,1645.0,3.0,113.0
2945,Hebbal,2,1420.0,2.0,99.39
2947,Hebbal,3,3520.0,5.0,320.0
2948,Hebbal,2,1162.0,2.0,69.0
2949,Hebbal,2,1100.0,2.0,60.0
2950,Hebbal,4,4235.0,5.0,364.0
2951,Hebbal,2,1299.0,2.0,97.0
2953,Hebbal,4,2470.0,5.0,192.0
2954,Hebbal,3,1645.0,3.0,117.0
2955,Hebbal,3,1920.0,3.0,134.0
2956,Hebbal,3,3520.0,5.0,240.0
2957,Hebbal,3,1920.0,3.0,150.0
2958,Hebbal,4,2375.0,4.0,189.0
2959,Hebbal,2,1420.0,2.0,99.26
2960,Hebbal,2,1252.0,2.0,92.0
2962,Hebbal,2,1162.0,2.0,59.0
2963,Hebbal,2,1294.0,2.0,115.0
2964,Hebbal,4,4225.0,6.0,359.0
2965,Hebbal,2,1150.0,2.0,57.0
2966,Hebbal,3,1740.0,2.0,137.0
2968,Hebbal,3,1662.0,3.0,155.0
2969,Hebbal,3,2250.0,3.0,219.0
2970,Hebbal,2,1349.0,2.0,98.0
2971,Hebbal,4,4000.0,6.0,370.0
2972,Hebbal,2,1349.0,2.0,96.8
2973,Hebbal Kempapura,3,1700.0,3.0,155.0
2974,Hebbal Kempapura,3,1800.0,3.0,175.0
2975,Hebbal Kempapura,3,2900.0,4.0,300.0
2976,Hebbal Kempapura,3,3522.0,3.0,380.0
2977,Hebbal Kempapura,5,2280.0,5.0,200.0
2978,Hebbal Kempapura,2,1200.0,2.0,125.0
2979,Hebbal Kempapura,3,2900.0,4.0,240.0
2981,Hebbal Kempapura,2,1300.0,2.0,102.0
2982,Hebbal Kempapura,3,1466.0,2.0,140.0
2984,Hebbal Kempapura,3,1725.0,2.0,165.0
2985,Hebbal Kempapura,3,1200.0,3.0,125.0
2986,Hebbal Kempapura,3,3408.0,3.0,260.0
2987,Hebbal Kempapura,2,1485.0,3.0,132.0
2988,Hebbal Kempapura,2,1400.0,2.0,108.0
2989,Hebbal Kempapura,3,1800.0,3.0,150.0
2990,Hebbal Kempapura,5,2400.0,5.0,200.0
2991,Hebbal Kempapura,5,2800.0,5.0,220.0
2992,Hebbal Kempapura,3,1785.0,3.0,165.0
2993,Hebbal Kempapura,4,3729.0,4.0,384.0
2994,Hebbal Kempapura,3,1600.0,3.0,170.0
2995,Hebbal Kempapura,3,1730.0,3.0,175.0
2997,Hegde Nagar,3,1569.0,3.0,101.0
2998,Hegde Nagar,6,3000.0,7.0,210.0
2999,Hegde Nagar,3,2026.0,3.0,132.0
3000,Hegde Nagar,3,1801.0,3.0,115.0
3001,Hegde Nagar,2,1050.0,1.0,56.0
3002,Hegde Nagar,2,1341.0,2.0,97.0
3003,Hegde Nagar,3,2112.95,4.0,145.0
3004,Hegde Nagar,4,1200.0,4.0,83.0
3005,Hegde Nagar,3,1703.0,3.0,113.0
3006,Hegde Nagar,3,1570.0,3.0,105.0
3007,Hegde Nagar,3,1801.0,3.0,140.0
3008,Hegde Nagar,3,1584.01,3.0,103.0
3009,Hegde Nagar,3,1965.0,4.0,125.0
3010,Hegde Nagar,2,1200.0,2.0,75.0
3011,Hegde Nagar,3,1847.0,3.0,135.0
3012,Hegde Nagar,3,1965.0,4.0,132.0
